0.0500	0.440
0.1500	0.503
0.2500	0.581
0.3500	0.644
0.4500	0.675
0.5500	0.738
0.6500	0.754
0.7500	0.754
0.8500	0.723
0.9500	0.675
1.0500	0.660
1.1500	0.597
1.2500	0.518
1.3500	0.456
1.4500	0.393
1.5500	0.314
1.6500	0.283
1.7500	0.236
1.8500	0.204
1.9500	0.188
2.0500	0.188
2.1500	0.173
2.2500	0.188
2.3500	0.204
2.4500	0.236
2.5500	0.283
2.6500	0.314
2.7500	0.361
2.8500	0.408
2.9500	0.440
3.0500	0.471
3.1500	0.503
3.2500	0.534
3.3500	0.518
3.4500	0.534
3.5500	0.534
3.6500	0.487
3.7500	0.487
3.8500	0.456
3.9500	0.424
4.0500	0.377
4.1500	0.346
4.2500	0.314
4.3500	0.314
4.4500	0.267
4.5500	0.251
4.6500	0.251
4.7500	0.236
4.8500	0.251
4.9500	0.251
5.0500	0.283
5.1500	0.298
5.2500	0.298
5.3500	0.330
5.4500	0.361
5.5500	0.361
5.6500	0.393
5.7500	0.393
5.8500	0.408
5.9500	0.424
6.0500	0.408
6.1500	0.424
6.2500	0.393
6.3500	0.393
6.4500	0.377
6.5500	0.361
6.6500	0.361
6.7500	0.330
6.8500	0.314
6.9500	0.314
7.0500	0.314
7.1500	0.298
7.2500	0.314
7.3500	0.314
7.4500	0.330
7.5500	0.314
7.6500	0.314
7.7500	0.330
7.8500	0.314
7.9500	0.330
8.0500	0.298
8.1500	0.314
8.2500	0.314
8.3500	0.314
8.4500	0.314
8.5500	0.298
8.6500	0.298
8.7500	0.314
8.8500	0.314
8.9500	0.298
9.0500	0.314
9.1500	0.298
9.2500	0.298
9.3500	0.298
9.4500	0.298
9.5500	0.298
9.6500	0.298
9.7500	0.298
9.8500	0.298
9.9500	0.283
10.0500	0.283
10.1500	0.283
10.2500	0.283
10.3500	0.267
10.4500	0.283
10.5500	0.283
10.6500	0.251
10.7500	0.267
10.8500	0.267
10.9500	0.251
11.0500	0.251
11.1500	0.283
11.2500	0.251
11.3500	0.251
11.4500	0.251
11.5500	0.251
11.6500	0.236
11.7500	0.236
11.8500	0.251
11.9500	0.236
12.0500	0.251
12.1500	0.236
12.2500	0.220
12.3500	0.236
12.4500	0.236
12.5500	0.236
12.6500	0.220
12.7500	0.220
12.8500	0.204
12.9500	0.204
13.0500	0.204
13.1500	0.204
13.2500	0.188
