#Angular Position. Run #2
#Time ( s )	Angular Position ( rad )
5.4750	-0.102
5.5000	-0.113
5.5250	-0.123
5.5500	-0.132
5.5750	-0.138
5.6000	-0.143
5.6250	-0.146
5.6500	-0.149
5.6750	-0.149
5.7000	-0.149
5.7250	-0.146
5.7500	-0.143
5.7750	-0.138
5.8000	-0.132
5.8250	-0.124
5.8500	-0.116
5.8750	-0.107
5.9000	-0.096
5.9250	-0.085
5.9500	-0.072
5.9750	-0.060
6.0000	-0.047
6.0250	-0.035
6.0500	-0.020
6.0750	-0.008
6.1000	0.005
6.1250	0.017
6.1500	0.031
6.1750	0.042
6.2000	0.055
6.2250	0.066
6.2500	0.075
6.2750	0.085
6.3000	0.093
6.3250	0.101
6.3500	0.107
6.3750	0.113
6.4000	0.116
6.4250	0.119
6.4500	0.121
6.4750	0.123
6.5000	0.123
6.5250	0.123
6.5500	0.119
6.5750	0.118
6.6000	0.115
6.6250	0.112
6.6500	0.107
6.6750	0.101
6.7000	0.096
6.7250	0.090
6.7500	0.083
6.7750	0.077
6.8000	0.069
6.8250	0.063
6.8500	0.055
6.8750	0.049
6.9000	0.041
6.9250	0.033
6.9500	0.027
6.9750	0.019
7.0000	0.013
7.0250	0.006
7.0500	0.000
7.0750	-0.006
7.1000	-0.011
7.1250	-0.016
7.1500	-0.020
7.1750	-0.024
7.2000	-0.027
7.2250	-0.030
7.2500	-0.031
7.2750	-0.033
7.3000	-0.035
7.3250	-0.036
7.3500	-0.036
7.3750	-0.036
7.4000	-0.035
7.4250	-0.033
7.4500	-0.033
7.4750	-0.031
7.5000	-0.028
7.5250	-0.025
7.5500	-0.024
7.5750	-0.020
7.6000	-0.017
7.6250	-0.013
7.6500	-0.009
7.6750	-0.006
7.7000	-0.002
7.7250	0.002
7.7500	0.005
7.7750	0.008
7.8000	0.011
7.8250	0.014
7.8500	0.017
7.8750	0.020
7.9000	0.024
7.9250	0.025
7.9500	0.027
7.9750	0.030
8.0000	0.030
8.0250	0.031
8.0500	0.031
8.0750	0.033
8.1000	0.033
8.1250	0.033
8.1500	0.033
8.1750	0.033
8.2000	0.033
8.2250	0.033
8.2500	0.033
8.2750	0.033
8.3000	0.031
8.3250	0.031
8.3500	0.031
8.3750	0.031
8.4000	0.031
8.4250	0.030
8.4500	0.030
8.4750	0.030
8.5000	0.030
8.5250	0.030
8.5500	0.030
8.5750	0.030
8.6000	0.030
8.6250	0.030
8.6500	0.030
8.6750	0.030
8.7000	0.030
8.7250	0.030
8.7500	0.030
8.7750	0.030
8.8000	0.030
8.8250	0.030
8.8500	0.030
8.8750	0.030
8.9000	0.030
8.9250	0.030
8.9500	0.030
8.9750	0.030
9.0000	0.030
9.0250	0.030
9.0500	0.030
9.0750	0.030
9.1000	0.030
9.1250	0.030
9.1500	0.030
9.1750	0.030
9.2000	0.030
9.2250	0.030
9.2500	0.030
9.2750	0.030
9.3000	0.030
9.3250	0.030
9.3500	0.030
9.3750	0.030
9.4000	0.030
9.4250	0.030
9.4500	0.030
9.4750	0.030
9.5000	0.028
9.5250	0.028
9.5500	0.028
9.5750	0.028
9.6000	0.028
9.6250	0.028
9.6500	0.028
9.6750	0.028
9.7000	0.028
9.7250	0.028
9.7500	0.028
9.7750	0.028
9.8000	0.028
9.8250	0.028
9.8500	0.028
9.8750	0.028
9.9000	0.028
9.9250	0.028
9.9500	0.028
9.9750	0.028
10.0000	0.028
10.0250	0.028
10.0500	0.028
10.0750	0.028
10.1000	0.028
10.1250	0.028
10.1500	0.028
10.1750	0.028
10.2000	0.028
10.2250	0.028
10.2500	0.028
10.2750	0.028
10.3000	0.028
10.3250	0.028
10.3500	0.028
10.3750	0.028
10.4000	0.028
10.4250	0.028
10.4500	0.028
10.4750	0.028
10.5000	0.028
10.5250	0.028
10.5500	0.028
10.5750	0.028
10.6000	0.028
10.6250	0.028
10.6500	0.028
10.6750	0.028
10.7000	0.028
10.7250	0.028
