#Linear Position. Run #14
#Time ( s )	Linear Position ( m )
10.3750	-1.907
10.4000	-1.907
10.4250	-1.869
10.4500	-1.832
10.4750	-1.794
10.5000	-1.757
10.5250	-1.720
10.5500	-1.645
10.5750	-1.570
10.6000	-1.495
10.6250	-1.458
10.6500	-1.421
10.6750	-1.346
10.7000	-1.308
10.7250	-1.271
10.7500	-1.234
10.7750	-1.159
10.8000	-1.122
10.8250	-1.047
10.8500	-0.972
10.8750	-0.935
10.9000	-0.860
10.9250	-0.785
10.9500	-0.748
10.9750	-0.673
11.0000	-0.636
11.0250	-0.598
11.0500	-0.561
11.0750	-0.561
11.1000	-0.523
11.1250	-0.523
11.1500	-0.523
11.1750	-0.486
11.2000	-0.486
11.2250	-0.449
11.2500	-0.449
11.2750	-0.449
11.3000	-0.449
11.3250	-0.449
11.3500	-0.449
11.3750	-0.449
11.4000	-0.449
11.4250	-0.449
11.4500	-0.449
11.4750	-0.449
11.5000	-0.449
11.5250	-0.449
11.5500	-0.449
11.5750	-0.486
11.6000	-0.523
11.6250	-0.523
11.6500	-0.561
11.6750	-0.598
11.7000	-0.636
11.7250	-0.673
11.7500	-0.748
11.7750	-0.785
11.8000	-0.822
11.8250	-0.897
11.8500	-0.972
11.8750	-1.009
11.9000	-1.084
11.9250	-1.159
11.9500	-1.196
11.9750	-1.271
12.0000	-1.308
12.0250	-1.346
12.0500	-1.383
12.0750	-1.458
12.1000	-1.495
12.1250	-1.570
12.1500	-1.608
12.1750	-1.682
12.2000	-1.720
12.2250	-1.757
12.2500	-1.794
12.2750	-1.832
12.3000	-1.832
12.3250	-1.869
12.3500	-1.907
12.3750	-1.907
12.4000	-1.907
12.4250	-1.944
12.4500	-1.944
12.4750	-1.944
12.5000	-1.944
12.5250	-1.944
12.5500	-1.944
12.5750	-1.944
12.6000	-1.944
12.6250	-1.944
12.6500	-1.944
12.6750	-1.944
12.7000	-1.944
12.7250	-1.944
12.7500	-1.944
12.7750	-1.944
12.8000	-1.944
12.8250	-1.907
12.8500	-1.907
12.8750	-1.869
12.9000	-1.832
12.9250	-1.794
12.9500	-1.757
12.9750	-1.720
13.0000	-1.645
13.0250	-1.570
13.0500	-1.533
13.0750	-1.458
13.1000	-1.421
13.1250	-1.346
13.1500	-1.308
13.1750	-1.271
13.2000	-1.196
13.2250	-1.159
13.2500	-1.122
13.2750	-1.047
13.3000	-0.972
13.3250	-0.935
13.3500	-0.860
13.3750	-0.822
13.4000	-0.710
13.4250	-0.673
13.4500	-0.636
13.4750	-0.598
13.5000	-0.561
13.5250	-0.561
13.5500	-0.523
13.5750	-0.523
13.6000	-0.523
13.6250	-0.486
13.6500	-0.486
13.6750	-0.449
13.7000	-0.449
13.7250	-0.449
13.7500	-0.411
13.7750	-0.411
13.8000	-0.411
13.8250	-0.411
13.8500	-0.411
13.8750	-0.411
13.9000	-0.411
13.9250	-0.411
13.9500	-0.449
13.9750	-0.449
14.0000	-0.486
14.0250	-0.523
14.0500	-0.561
14.0750	-0.561
14.1000	-0.598
14.1250	-0.673
14.1500	-0.710
14.1750	-0.748
14.2000	-0.785
14.2250	-0.860
14.2500	-0.935
14.2750	-1.009
14.3000	-1.047
14.3250	-1.122
14.3500	-1.159
14.3750	-1.196
14.4000	-1.234
14.4250	-1.271
14.4500	-1.346
14.4750	-1.383
14.5000	-1.421
14.5250	-1.495
14.5500	-1.570
14.5750	-1.608
14.6000	-1.682
14.6250	-1.720
14.6500	-1.794
14.6750	-1.794
14.7000	-1.869
14.7250	-1.907
14.7500	-1.907
14.7750	-1.907
14.8000	-1.944
14.8250	-1.944
14.8500	-1.981
14.8750	-1.981
14.9000	-1.981
14.9250	-1.981
14.9500	-2.019
14.9750	-2.019
15.0000	-2.019
15.0250	-2.019
15.0500	-2.019
15.0750	-2.019
15.1000	-2.019
15.1250	-2.019
15.1500	-2.019
15.1750	-1.981
15.2000	-1.981
15.2250	-1.944
15.2500	-1.907
15.2750	-1.869
15.3000	-1.832
15.3250	-1.832
15.3500	-1.757
15.3750	-1.720
15.4000	-1.682
15.4250	-1.608
15.4500	-1.533
15.4750	-1.458
15.5000	-1.421
15.5250	-1.346
15.5500	-1.308
15.5750	-1.271
15.6000	-1.234
15.6250	-1.159
15.6500	-1.122
15.6750	-1.084
15.7000	-1.009
15.7250	-0.935
15.7500	-0.897
15.7750	-0.822
15.8000	-0.748
15.8250	-0.710
15.8500	-0.636
15.8750	-0.598
15.9000	-0.561
15.9250	-0.523
15.9500	-0.523
15.9750	-0.486
16.0000	-0.486
16.0250	-0.486
16.0500	-0.449
16.0750	-0.449
16.1000	-0.449
16.1250	-0.411
16.1500	-0.411
16.1750	-0.411
16.2000	-0.411
16.2250	-0.411
16.2500	-0.411
16.2750	-0.411
16.3000	-0.411
16.3250	-0.411
16.3500	-0.411
16.3750	-0.411
16.4000	-0.449
16.4250	-0.449
16.4500	-0.523
16.4750	-0.523
16.5000	-0.561
16.5250	-0.598
16.5500	-0.636
16.5750	-0.673
16.6000	-0.710
16.6250	-0.748
16.6500	-0.822
16.6750	-0.860
16.7000	-0.935
16.7250	-1.009
16.7500	-1.084
16.7750	-1.159
16.8000	-1.196
16.8250	-1.234
16.8500	-1.271
16.8750	-1.308
