110.0000	-8.673
110.0250	-6.916
110.0500	-6.468
110.0750	-7.327
110.1000	-9.346
110.1250	-12.262
110.1500	-15.552
110.1750	-18.767
110.2000	-21.272
110.2250	-22.730
110.2500	-22.805
110.2750	-21.496
110.3000	-19.141
110.3250	-16.001
110.3500	-12.674
110.3750	-9.645
110.4000	-7.402
110.4250	-6.318
110.4500	-6.617
110.4750	-8.225
110.5000	-10.879
110.5250	-14.132
110.5500	-17.496
110.5750	-20.375
110.6000	-22.319
110.6250	-22.992
110.6500	-22.244
110.6750	-20.263
110.7000	-17.421
110.7250	-14.132
110.7500	-10.916
110.7750	-8.337
110.8000	-6.729
110.8250	-6.468
110.8500	-7.477
110.8750	-9.683
110.9000	-12.674
110.9250	-16.001
110.9500	-19.141
110.9750	-21.571
111.0000	-22.842
111.0250	-22.767
111.0500	-21.309
111.0750	-18.805
111.1000	-15.627
111.1250	-12.262
111.1500	-9.271
111.1750	-7.141
111.2000	-6.243
111.2250	-6.692
111.2500	-8.449
111.2750	-11.215
111.3000	-14.505
111.3250	-17.870
111.3500	-20.711
111.3750	-22.506
111.4000	-23.029
111.4250	-22.132
111.4500	-20.038
111.4750	-17.085
111.5000	-13.758
111.5250	-10.580
111.5500	-8.075
111.5750	-6.580
111.6000	-6.430
111.6250	-7.627
111.6500	-9.907
111.6750	-13.010
111.7000	-16.375
111.7250	-19.478
111.7500	-21.833
111.7750	-22.954
111.8000	-22.693
111.8250	-21.123
111.8500	-18.506
111.8750	-15.253
111.9000	-11.926
111.9250	-8.972
111.9500	-6.954
111.9750	-6.169
112.0000	-6.767
112.0250	-8.673
112.0500	-11.515
112.0750	-14.879
112.1000	-18.206
112.1250	-20.973
112.1500	-22.693
112.1750	-23.067
112.2000	-21.982
112.2250	-19.814
112.2500	-16.823
112.2750	-13.459
112.3000	-10.281
112.3250	-7.851
112.3500	-6.468
112.3750	-6.430
112.4000	-7.739
112.4250	-10.131
112.4500	-13.272
112.4750	-16.674
112.5000	-19.739
112.5250	-21.982
112.5500	-23.029
112.5750	-22.655
112.6000	-20.973
112.6250	-18.244
112.6500	-14.991
112.6750	-11.627
112.7000	-8.748
112.7250	-6.804
112.7500	-6.169
112.7750	-6.879
112.8000	-8.860
112.8250	-11.776
112.8500	-15.178
112.8750	-18.506
112.9000	-21.197
112.9250	-22.805
112.9500	-23.029
112.9750	-21.833
113.0000	-19.552
113.0250	-16.449
113.0500	-13.085
113.0750	-9.982
113.1000	-7.627
113.1250	-6.393
113.1500	-6.542
113.1750	-7.963
113.2000	-10.468
113.2250	-13.646
113.2500	-17.048
113.2750	-20.076
113.3000	-22.207
113.3250	-23.029
113.3500	-22.506
113.3750	-20.674
113.4000	-17.870
113.4250	-14.543
113.4500	-11.215
113.4750	-8.449
113.5000	-6.655
113.5250	-6.169
113.5500	-7.066
113.5750	-9.197
113.6000	-12.225
113.6250	-15.627
113.6500	-18.917
113.6750	-21.496
113.7000	-22.880
113.7250	-22.954
113.7500	-21.609
113.7750	-19.179
113.8000	-16.001
113.8250	-12.674
113.8500	-9.608
113.8750	-7.365
113.9000	-6.318
113.9250	-6.617
113.9500	-8.225
113.9750	-10.879
114.0000	-14.132
114.0250	-17.496
114.0500	-20.450
114.0750	-22.394
114.1000	-23.067
114.1250	-22.356
114.1500	-20.375
114.1750	-17.459
114.2000	-14.094
114.2250	-10.804
114.2500	-8.150
114.2750	-6.505
114.3000	-6.169
114.3250	-7.253
114.3500	-9.496
114.3750	-12.599
114.4000	-16.038
114.4250	-19.253
114.4500	-21.721
114.4750	-22.992
114.5000	-22.880
114.5250	-21.384
114.5500	-18.842
114.5750	-15.627
114.6000	-12.262
114.6250	-9.271
114.6500	-7.178
114.6750	-6.281
114.7000	-6.729
114.7250	-8.486
114.7500	-11.215
114.7750	-14.505
114.8000	-17.870
114.8250	-20.711
114.8500	-22.543
114.8750	-23.104
114.9000	-22.207
114.9250	-20.076
114.9500	-17.085
114.9750	-13.720
115.0000	-10.468
115.0250	-7.888
115.0500	-6.393
115.0750	-6.243
115.1000	-7.440
115.1250	-9.832
115.1500	-12.973
115.1750	-16.449
115.2000	-19.590
115.2250	-21.945
115.2500	-23.067
115.2750	-22.767
115.3000	-21.160
115.3250	-18.506
115.3500	-15.253
115.3750	-11.888
115.4000	-8.972
115.4250	-6.991
115.4500	-6.243
115.4750	-6.841
115.5000	-8.711
115.5250	-11.552
115.5500	-14.879
115.5750	-18.244
115.6000	-20.973
115.6250	-22.693
