#Linear Position. Run #5
#Time ( s )	Linear Position ( m )
13.3000	-14.767
13.3250	-14.730
13.3500	-14.543
13.3750	-14.244
13.4000	-13.907
13.4250	-13.496
13.4500	-13.010
13.4750	-12.561
13.5000	-12.113
13.5250	-11.776
13.5500	-11.552
13.5750	-11.477
13.6000	-11.589
13.6250	-11.814
13.6500	-12.188
13.6750	-12.636
13.7000	-13.122
13.7250	-13.646
13.7500	-14.132
13.7750	-14.505
13.8000	-14.767
13.8250	-14.842
13.8500	-14.767
13.8750	-14.505
13.9000	-14.169
13.9250	-13.795
13.9500	-13.346
13.9750	-12.898
14.0000	-12.449
14.0250	-12.038
14.0500	-11.776
14.0750	-11.589
14.1000	-11.589
14.1250	-11.702
14.1500	-11.926
14.1750	-12.300
14.2000	-12.711
14.2250	-13.197
14.2500	-13.683
14.2750	-14.169
14.3000	-14.505
14.3250	-14.767
14.3500	-14.842
14.3750	-14.767
14.4000	-14.505
14.4250	-14.169
14.4500	-13.758
14.4750	-13.272
14.5000	-12.823
14.5250	-12.337
14.5500	-11.926
14.5750	-11.627
14.6000	-11.515
14.6250	-11.515
14.6500	-11.702
14.6750	-12.001
14.7000	-12.374
14.7250	-12.823
14.7500	-13.309
14.7750	-13.832
14.8000	-14.244
14.8250	-14.580
14.8500	-14.767
14.8750	-14.804
14.9000	-14.692
14.9250	-14.431
14.9500	-14.094
14.9750	-13.683
15.0000	-13.197
15.0250	-12.711
15.0500	-12.262
15.0750	-11.851
15.1000	-11.552
15.1250	-11.440
15.1500	-11.477
15.1750	-11.664
15.2000	-12.038
15.2250	-12.487
15.2500	-12.973
15.2750	-13.496
15.3000	-13.982
15.3250	-14.393
15.3500	-14.692
15.3750	-14.804
15.4000	-14.804
15.4250	-14.618
15.4500	-14.318
15.4750	-13.982
15.5000	-13.571
15.5250	-13.085
15.5500	-12.636
15.5750	-12.188
15.6000	-11.851
15.6250	-11.627
15.6500	-11.515
15.6750	-11.589
15.7000	-11.776
15.7250	-12.113
15.7500	-12.561
15.7750	-13.047
15.8000	-13.571
15.8250	-14.057
15.8500	-14.468
15.8750	-14.730
15.9000	-14.879
15.9250	-14.804
15.9500	-14.580
15.9750	-14.281
16.0000	-13.870
16.0250	-13.421
16.0500	-12.935
16.0750	-12.487
16.1000	-12.075
16.1250	-11.776
16.1500	-11.589
16.1750	-11.552
16.2000	-11.664
16.2250	-11.926
16.2500	-12.262
16.2750	-12.674
16.3000	-13.160
16.3250	-13.608
16.3500	-14.057
16.3750	-14.431
16.4000	-14.692
16.4250	-14.767
16.4500	-14.730
16.4750	-14.543
16.5000	-14.244
16.5250	-13.870
16.5500	-13.384
16.5750	-12.898
16.6000	-12.412
16.6250	-12.001
16.6500	-11.664
16.6750	-11.477
16.7000	-11.440
16.7250	-11.589
16.7500	-11.888
16.7750	-12.300
16.8000	-12.748
16.8250	-13.272
16.8500	-13.795
16.8750	-14.244
16.9000	-14.580
16.9250	-14.767
16.9500	-14.842
16.9750	-14.692
17.0000	-14.468
17.0250	-14.132
17.0500	-13.720
17.0750	-13.272
17.1000	-12.786
17.1250	-12.337
17.1500	-11.926
17.1750	-11.627
17.2000	-11.515
17.2250	-11.515
17.2500	-11.664
17.2750	-12.001
17.3000	-12.412
17.3250	-12.860
17.3500	-13.384
17.3750	-13.907
17.4000	-14.356
17.4250	-14.692
17.4500	-14.842
17.4750	-14.842
17.5000	-14.692
17.5250	-14.431
17.5500	-14.057
17.5750	-13.608
17.6000	-13.122
17.6250	-12.674
17.6500	-12.225
17.6750	-11.851
17.7000	-11.627
17.7250	-11.552
17.7500	-11.589
17.7750	-11.776
17.8000	-12.075
17.8250	-12.487
17.8500	-12.973
17.8750	-13.459
17.9000	-13.907
17.9250	-14.318
17.9500	-14.655
17.9750	-14.804
18.0000	-14.842
18.0250	-14.655
18.0500	-14.356
18.0750	-13.982
18.1000	-13.533
18.1250	-13.047
18.1500	-12.561
18.1750	-12.075
18.2000	-11.739
18.2250	-11.515
