#Angular Position. Run #3
#Time ( s )	Angular Position ( rad )
2.9500	-0.049
2.9750	-0.002
3.0000	0.042
3.0250	0.086
3.0500	0.127
3.0750	0.165
3.1000	0.199
3.1250	0.232
3.1500	0.261
3.1750	0.286
3.2000	0.309
3.2250	0.327
3.2500	0.342
3.2750	0.355
3.3000	0.363
3.3250	0.369
3.3500	0.372
3.3750	0.371
3.4000	0.368
3.4250	0.361
3.4500	0.352
3.4750	0.341
3.5000	0.327
3.5250	0.311
3.5500	0.294
3.5750	0.275
3.6000	0.254
3.6250	0.232
3.6500	0.210
3.6750	0.188
3.7000	0.165
3.7250	0.141
3.7500	0.119
3.7750	0.096
3.8000	0.074
3.8250	0.052
3.8500	0.030
3.8750	0.009
3.9000	-0.009
3.9250	-0.028
3.9500	-0.046
3.9750	-0.060
4.0000	-0.074
4.0250	-0.088
4.0500	-0.097
4.0750	-0.108
4.1000	-0.116
4.1250	-0.123
4.1500	-0.127
4.1750	-0.130
4.2000	-0.134
4.2250	-0.134
4.2500	-0.134
4.2750	-0.130
4.3000	-0.127
4.3250	-0.121
4.3500	-0.116
4.3750	-0.110
4.4000	-0.102
4.4250	-0.094
4.4500	-0.085
4.4750	-0.075
4.5000	-0.066
4.5250	-0.055
4.5500	-0.046
4.5750	-0.035
4.6000	-0.024
4.6250	-0.014
4.6500	-0.003
4.6750	0.006
4.7000	0.017
4.7250	0.027
4.7500	0.035
4.7750	0.042
4.8000	0.050
4.8250	0.058
4.8500	0.064
4.8750	0.069
4.9000	0.074
4.9250	0.079
4.9500	0.082
4.9750	0.085
5.0000	0.086
5.0250	0.086
5.0500	0.086
5.0750	0.086
5.1000	0.086
5.1250	0.085
5.1500	0.083
5.1750	0.082
5.2000	0.079
5.2250	0.077
5.2500	0.074
5.2750	0.071
5.3000	0.068
5.3250	0.064
5.3500	0.061
5.3750	0.058
5.4000	0.055
5.4250	0.050
5.4500	0.047
5.4750	0.044
5.5000	0.041
5.5250	0.038
5.5500	0.035
5.5750	0.030
5.6000	0.028
5.6250	0.025
5.6500	0.022
5.6750	0.020
5.7000	0.017
5.7250	0.016
5.7500	0.014
5.7750	0.013
5.8000	0.011
5.8250	0.009
5.8500	0.009
5.8750	0.008
5.9000	0.006
5.9250	0.006
5.9500	0.006
5.9750	0.006
6.0000	0.006
6.0250	0.006
6.0500	0.006
6.0750	0.008
6.1000	0.008
6.1250	0.008
6.1500	0.009
6.1750	0.009
6.2000	0.011
6.2250	0.011
6.2500	0.013
6.2750	0.014
6.3000	0.014
6.3250	0.016
6.3500	0.016
6.3750	0.017
6.4000	0.017
6.4250	0.017
6.4500	0.019
6.4750	0.019
6.5000	0.019
6.5250	0.020
6.5500	0.020
6.5750	0.020
6.6000	0.020
6.6250	0.022
6.6500	0.022
6.6750	0.022
6.7000	0.022
6.7250	0.022
6.7500	0.022
6.7750	0.022
6.8000	0.022
6.8250	0.022
6.8500	0.022
6.8750	0.022
6.9000	0.022
6.9250	0.022
6.9500	0.022
6.9750	0.022
7.0000	0.022
7.0250	0.022
7.0500	0.022
7.0750	0.022
7.1000	0.022
7.1250	0.022
7.1500	0.022
7.1750	0.022
7.2000	0.022
7.2250	0.022
7.2500	0.022
7.2750	0.022
7.3000	0.022
7.3250	0.022
7.3500	0.022
7.3750	0.022
7.4000	0.022
7.4250	0.022
7.4500	0.022
7.4750	0.022
7.5000	0.022
7.5250	0.022
7.5500	0.022
7.5750	0.022
7.6000	0.022
7.6250	0.022
7.6500	0.022
7.6750	0.022
7.7000	0.022
7.7250	0.022
7.7500	0.022
7.7750	0.022
7.8000	0.022
7.8250	0.022
7.8500	0.022
7.8750	0.022
7.9000	0.022
7.9250	0.022
7.9500	0.022
7.9750	0.022
8.0000	0.022
8.0250	0.022
8.0500	0.022
8.0750	0.022
8.1000	0.022
8.1250	0.022
8.1500	0.022
8.1750	0.022
8.2000	0.022
8.2250	0.022
8.2500	0.022
8.2750	0.022
8.3000	0.022
8.3250	0.022
8.3500	0.022
8.3750	0.022
8.4000	0.022
8.4250	0.022
8.4500	0.022
8.4750	0.022
8.5000	0.022
8.5250	0.022
8.5500	0.022
8.5750	0.022
8.6000	0.022
8.6250	0.022
8.6500	0.022
8.6750	0.022
8.7000	0.022
8.7250	0.022
8.7500	0.022
8.7750	0.022
8.8000	0.022
8.8250	0.022
8.8500	0.022
8.8750	0.022
8.9000	0.022
8.9250	0.022
8.9500	0.022
8.9750	0.022
9.0000	0.022
9.0250	0.022
9.0500	0.022
9.0750	0.022
9.1000	0.022
9.1250	0.022
9.1500	0.022
9.1750	0.022
9.2000	0.022
9.2250	0.022
9.2500	0.022
9.2750	0.022
9.3000	0.022
9.3250	0.022
9.3500	0.022
9.3750	0.022
9.4000	0.022
9.4250	0.022
9.4500	0.022
9.4750	0.022
9.5000	0.022
9.5250	0.022
9.5500	0.022
9.5750	0.022
9.6000	0.022
9.6250	0.022
9.6500	0.022
9.6750	0.022
9.7000	0.022
9.7250	0.022
9.7500	0.022
9.7750	0.022
9.8000	0.022
9.8250	0.022
9.8500	0.022
9.8750	0.022
9.9000	0.022
9.9250	0.022
9.9500	0.022
9.9750	0.022
10.0000	0.022
10.0250	0.022
10.0500	0.022
10.0750	0.022
10.1000	0.022
10.1250	0.022
10.1500	0.022
10.1750	0.022
10.2000	0.022
10.2250	0.022
10.2500	0.022
10.2750	0.022
10.3000	0.022
10.3250	0.022
10.3500	0.022
10.3750	0.022
10.4000	0.022
10.4250	0.022
10.4500	0.022
10.4750	0.022
10.5000	0.022
10.5250	0.022
10.5500	0.022
10.5750	0.022
10.6000	0.022
10.6250	0.022
10.6500	0.022
10.6750	0.022
10.7000	0.022
10.7250	0.022
10.7500	0.022
10.7750	0.022
10.8000	0.022
10.8250	0.022
10.8500	0.022
10.8750	0.022
10.9000	0.022
10.9250	0.022
