-2.729 0.112 10
-3.215 0.037 17
-10.543 7.29 18
-10.505 11.141 19
-2.019 -0.374 1
-1.944 -0.262 2
-1.869 -0.112 3
-2.056 -0.224 4
-2.318 0.187 5
29.0 31.0 7
-2.243 -0.449 9


-15.477 -10.72 10
-23.216 -6.056 12.5
-22.805 -4.972 12
-19.552 -9.795 13
-19.851 -14.318 14
-14.58 -12.86 1
-14.543 -12.935 3
-14.543 -12.711 5
-14.954 -12.412 7
