0.0500	37.636
0.1500	37.715
0.2500	37.636
0.3500	37.825
0.4500	37.683
0.5500	37.825
0.6500	37.793
0.7500	37.825
0.8500	37.731
0.9500	37.699
1.0500	37.825
1.1500	37.652
1.2500	37.542
1.3500	37.668
1.4500	37.542
1.5500	37.589
1.6500	37.558
1.7500	37.479
1.8500	37.558
1.9500	37.542
2.0500	37.479
2.1500	37.573
2.2500	37.291
2.3500	37.636
2.4500	37.385
2.5500	37.589
2.6500	37.354
2.7500	37.558
2.8500	37.526
2.9500	37.495
3.0500	37.448
3.1500	37.526
3.2500	37.542
3.3500	37.385
3.4500	37.636
3.5500	37.401
3.6500	37.464
3.7500	37.401
3.8500	37.401
3.9500	37.385
4.0500	37.275
4.1500	37.448
4.2500	37.259
4.3500	37.416
4.4500	37.212
4.5500	37.087
4.6500	37.495
4.7500	37.149
4.8500	37.306
4.9500	37.087
5.0500	37.354
5.1500	37.228
5.2500	37.291
5.3500	37.134
5.4500	37.244
5.5500	37.134
5.6500	37.071
5.7500	37.181
5.8500	36.945
5.9500	36.977
6.0500	37.071
6.1500	36.804
6.2500	37.071
6.3500	36.867
6.4500	36.772
6.5500	36.851
6.6500	36.835
6.7500	36.898
6.8500	36.678
6.9500	36.694
7.0500	36.929
7.1500	36.694
7.2500	36.725
7.3500	36.537
7.4500	36.882
7.5500	36.584
7.6500	36.757
7.7500	36.537
7.8500	36.552
7.9500	36.647
8.0500	36.238
8.1500	36.898
8.2500	36.474
8.3500	36.223
8.4500	36.757
8.5500	36.395
8.6500	36.442
8.7500	36.474
8.8500	36.191
8.9500	36.505
9.0500	36.065
9.1500	36.647
9.2500	36.175
9.3500	36.442
9.4500	36.223
9.5500	36.018
9.6500	36.317
9.7500	36.050
9.8500	36.207
9.9500	36.254
10.0500	36.128
10.1500	36.223
10.2500	36.128
10.3500	35.971
10.4500	36.191
10.5500	36.018
10.6500	35.924
10.7500	36.003
10.8500	36.034
10.9500	35.924
11.0500	36.160
11.1500	35.610
11.2500	35.767
11.3500	36.160
11.4500	35.877
11.5500	35.971
11.6500	35.437
11.7500	35.971
11.8500	35.846
11.9500	35.610
12.0500	35.830
12.1500	35.751
12.2500	35.673
12.3500	35.547
12.4500	35.846
12.5500	35.500
12.6500	35.783
12.7500	35.359
12.8500	35.641
12.9500	35.531
13.0500	35.516
13.1500	35.579
13.2500	35.139
